,score
483,45.590561628341675
484,92.1149492263794
485,49.602362513542175
486,96.02428078651428
487,47.02509641647339
488,96.07345461845398
489,72.21037745475769
490,98.11944961547852
491,39.78446125984192
492,94.64678764343262
493,41.29466414451599
494,96.32760882377625
495,77.13205814361572
496,94.06752586364746
497,33.702659606933594
498,96.81440591812134
499,85.3512704372406
500,97.53056168556213
501,83.39402079582214
502,89.87724781036377
503,57.53576159477234
504,92.83796548843384
505,32.40588903427124
506,85.63662767410278
507,39.15804326534271
508,88.10165524482727
509,50.38330554962158
510,90.45795202255249
511,47.64448404312134
512,94.68013048171997
513,63.05541396141052
514,95.18551826477051
515,30.08599579334259
516,93.59179735183716
517,69.31942701339722
518,97.87284731864929
519,35.98546385765076
520,93.81478428840637
521,36.676025390625
522,95.58148980140686
523,75.84977746009827
524,95.65469622612
525,53.354597091674805
526,97.3624587059021
527,76.91404819488525
528,95.68315744400024
529,71.65919542312622
530,96.98801040649414
531,37.74038851261139
532,96.67397141456604
533,63.76181244850159
534,97.93053269386292
535,66.41979217529297
536,96.25736474990845
537,42.403632402420044
538,96.94156050682068
539,80.28180599212646
540,90.76365828514099
541,82.35849142074585
542,92.9377019405365
543,41.47385060787201
544,94.5335865020752
545,51.58529877662659
546,93.94890069961548
547,61.40304207801819
548,93.8574492931366
549,57.18758702278137
550,95.297372341156
551,78.67153286933899
552,97.48225212097168
553,56.66604042053223
554,94.8037326335907
555,37.132424116134644
556,97.48139977455139
557,49.54729676246643
558,94.02886629104614
559,48.08001220226288
560,96.16703987121582
561,51.93554162979126
562,96.4721143245697
563,69.74292993545532
564,97.4104642868042
565,48.71754348278046
566,95.76556086540222
567,47.82644510269165
568,95.62233090400696
569,63.68996500968933
570,93.47704648971558
571,73.15777540206909
572,94.70290541648865
573,78.61237525939941
574,93.87973546981812
575,73.07106256484985
576,96.2175965309143
577,40.5401349067688
578,99.0471363067627
579,60.77196002006531
580,95.74648141860962
581,28.779321908950806
582,94.24077272415161
583,60.22454500198364
584,87.29444742202759
585,66.37198328971863
586,85.63662767410278
587,51.70241594314575
588,93.91372203826904
589,56.193506717681885
590,88.90329003334045
591,26.469868421554565
592,94.8764979839325
593,57.08245635032654
594,96.38680219650269
595,64.66398239135742
596,97.3849356174469
597,27.680611610412598
598,92.41165518760681
599,59.9500834941864
600,94.73187923431396
601,35.8865350484848
602,94.89376544952393
603,53.26550602912903
604,93.37329268455505
605,40.29357433319092
606,95.22878527641296
607,37.15077340602875
608,91.31496548652649
609,33.679041266441345
610,93.5122013092041
611,28.772711753845215
612,94.53261494636536
613,28.68531346321106
614,90.29752016067505
615,69.83515620231628
616,87.00414896011353
617,47.31806814670563
618,84.90186929702759
619,71.2640106678009
620,95.08647322654724
621,65.72229862213135
622,95.26060223579407
623,56.26434683799744
624,94.96904015541077
625,48.3853816986084
626,97.98020124435425
627,53.70524525642395
628,95.70974111557007
629,51.65616273880005
630,90.86766839027405
631,61.70426607131958
632,90.6307578086853
633,50.55156946182251
634,91.85542464256287
635,31.34828209877014
636,98.01483154296875
637,33.870965242385864
638,92.83932447433472
639,66.18770360946655
640,94.26151514053345
641,57.646214962005615
642,96.29606008529663
643,43.53199601173401
644,97.90882468223572
645,57.35401511192322
646,96.74909710884094
647,23.27931672334671
648,94.67231035232544
649,27.64641046524048
650,94.69852447509766
651,35.045939683914185
652,96.4297354221344
653,65.93718528747559
654,96.62283658981323
655,58.52075219154358
656,93.70481967926025
657,25.745663046836853
658,93.73805522918701
659,47.595036029815674
660,87.53055334091187
661,41.59938991069794
662,98.37954640388489
663,82.15734958648682
664,93.10845136642456
665,62.38732933998108
666,93.10553073883057
667,57.57473707199097
668,97.33455777168274
669,39.048755168914795
670,91.43819808959961
671,23.431971669197083
672,96.31125926971436
673,74.93029832839966
674,98.58092069625854
675,28.715792298316956
676,96.47437334060669
677,28.667792677879333
678,98.62578511238098
679,54.38331365585327
680,97.16339111328125
681,35.369354486465454
682,94.87585425376892
683,50.44180750846863
684,97.6801872253418
685,45.21356821060181
686,94.88140344619751
687,55.0254225730896
688,88.31664323806763
689,44.18401122093201
690,94.62630152702332
691,51.78905725479126
692,88.81351351737976
693,34.45768356323242
694,87.47548460960388
695,71.58247232437134
696,97.87282943725586
697,39.678794145584106
698,97.89981842041016
699,48.8793671131134
700,93.39509010314941
701,57.38694667816162
702,98.43164086341858
703,30.903980135917664
704,94.65618133544922
705,33.750563859939575
706,88.65073919296265
707,81.87164068222046
708,90.44041633605957
709,78.97306084632874
710,96.72589898109436
711,50.863826274871826
712,93.36007833480835
713,68.63385438919067
714,97.49799966812134
715,71.22840881347656
716,96.83986902236938
717,60.80139875411987
718,94.03936862945557
719,54.528796672821045
720,94.75463628768921
721,31.68497383594513
722,91.62182807922363
723,72.33936786651611
724,95.62695026397705
725,68.20996403694153
726,90.50697684288025
727,58.84745717048645
728,93.26308369636536
729,54.4854462146759
730,89.5468533039093
731,47.943633794784546
732,90.3705358505249
733,38.33961486816406
734,92.51740574836731
735,21.062885224819183
736,94.55773830413818
737,39.204925298690796
738,95.89855074882507
739,38.91633152961731
740,97.77711033821106
741,40.42651653289795
742,93.51229667663574
743,55.60594201087952
744,96.10214233398438
745,39.1204297542572
746,93.7529981136322
747,46.47819995880127
748,96.96732759475708
749,57.38455653190613
750,92.45645999908447
751,37.37718462944031
752,88.65524530410767
753,41.052111983299255
754,91.42266511917114
755,63.25196027755737
756,94.94144320487976
757,48.32650423049927
758,96.55783176422119
759,32.34819173812866
760,95.42424082756042
761,31.475859880447388
762,94.77077722549438
763,61.95990443229675
764,96.92973494529724
765,48.236483335494995
766,94.02329325675964
767,55.2781879901886
768,96.29788994789124
769,28.85095179080963
770,94.99757289886475
771,44.10578906536102
772,97.38791584968567
773,78.4959077835083
774,96.12458348274231
775,50.586241483688354
776,87.08858489990234
777,58.23047757148743
778,95.50396203994751
779,39.040762186050415
780,89.13729190826416
781,79.83031272888184
782,92.44486093521118
783,38.84736895561218
784,95.99204659461975
785,72.94761538505554
786,97.69375920295715
787,64.11778926849365
788,95.93303799629211
789,57.93474316596985
790,98.50614070892334
791,76.01919770240784
792,97.5916862487793
793,61.14676594734192
794,87.15423345565796
795,58.000439405441284
796,95.17605900764465
797,61.51195168495178
798,92.40317940711975
799,44.11093294620514
800,91.97089672088623
801,62.41036057472229
802,97.77103066444397
803,34.15878415107727
804,94.86632347106934
805,27.277550101280212
806,94.28923726081848
807,52.85810828208923
808,87.2696042060852
809,60.451143980026245
810,91.93558692932129
811,82.08667039871216
812,94.28030848503113
813,56.39493465423584
814,91.9360339641571
815,59.45161581039429
816,97.60054349899292
817,55.24255037307739
818,88.89334201812744
819,60.943394899368286
820,95.27207016944885
821,67.40097403526306
822,89.05041217803955
823,53.01259160041809
824,97.17796444892883
825,34.526172280311584
826,95.41329145431519
827,60.622960329055786
828,93.17127466201782
829,63.234663009643555
830,93.29177141189575
831,38.60732913017273
832,92.58695840835571
833,43.768078088760376
834,95.13896703720093
835,54.206591844558716
836,93.41804385185242
837,53.865134716033936
838,97.23562002182007
839,49.585944414138794
840,95.17245292663574
841,51.931244134902954
842,91.70856475830078
843,70.8010733127594
844,97.60102033615112
845,50.52044987678528
846,95.69249153137207
847,68.39309334754944
848,96.09861969947815
849,34.35031771659851
850,94.73572373390198
851,44.873860478401184
852,94.13423538208008
853,48.03128242492676
854,94.56616640090942
855,44.47639584541321
856,94.84968781471252
857,46.927571296691895
858,92.64318943023682
859,70.56983709335327
860,95.4864501953125
861,63.48499059677124
862,91.8634831905365
863,37.85966336727142
864,92.39196181297302
865,30.34577965736389
866,94.91586089134216
867,47.517937421798706
868,97.78146743774414
869,53.074485063552856
870,92.46127605438232
871,80.99508285522461
872,97.63838648796082
873,48.19500744342804
874,95.19546627998352
875,53.27620506286621
876,95.567387342453
877,36.83596849441528
878,96.94697260856628
879,43.95236372947693
880,91.40414595603943
881,63.658690452575684
882,98.09011220932007
883,65.33446907997131
884,96.11645936965942
885,61.52318716049194
886,95.21932601928711
887,28.850620985031128
888,98.3984112739563
889,35.57362258434296
890,98.89799952507019
891,21.889840066432953
892,95.8880603313446
893,69.27654147148132
894,94.88624930381775
895,69.45728659629822
896,85.28635501861572
897,33.96682143211365
898,88.19799423217773
899,22.52705991268158
900,95.34779787063599
901,59.8801851272583
902,83.49376320838928
903,56.058406829833984
904,89.9549663066864
905,51.866257190704346
906,85.58635711669922
907,52.00478434562683
908,93.55348348617554
909,63.3931040763855
910,92.4856185913086
911,49.932289123535156
912,93.08267831802368
913,78.01841497421265
914,96.69787883758545
915,47.59165048599243
916,91.6231632232666
917,52.937859296798706
918,95.78354358673096
919,36.48897111415863
920,98.9647388458252
921,57.28127956390381
922,97.35419750213623
923,27.594658732414246
924,94.86767053604126
925,44.54008340835571
926,94.73259449005127
927,55.09890913963318
928,93.40469241142273
929,50.4438042640686
930,93.1725263595581
931,34.15893018245697
932,88.84720802307129
933,31.28732442855835
934,95.72829008102417
935,30.82912266254425
936,91.46566987037659
937,65.93672037124634
938,92.85885691642761
939,52.546972036361694
940,90.28308391571045
941,69.58195567131042
942,92.79182553291321
943,46.76029086112976
944,93.21169853210449
945,17.927680909633636
946,93.40425729751587
947,29.7783225774765
948,92.06804633140564
949,36.47526502609253
950,95.23289203643799
951,28.300830721855164
952,95.8219587802887
953,76.93719267845154
954,89.07702565193176
955,49.773332476615906
956,93.04442405700684
957,61.45951747894287
958,92.47379302978516
959,58.80257487297058
960,95.72011232376099
961,30.567675828933716
962,97.99132943153381
963,70.51481008529663
964,97.05667495727539
965,28.126510977745056
966,94.71625089645386
967,35.972243547439575
968,98.59814643859863
969,42.49410331249237
970,98.77042770385742
971,55.10137677192688
972,94.67079043388367
973,80.85417747497559
974,91.75604581832886
975,36.74043416976929
976,98.39193820953369
977,51.71102285385132
978,95.16814947128296
979,55.22800087928772
980,95.01262903213501
981,35.81598103046417
982,97.86250591278076
983,59.179311990737915
984,93.46688389778137
985,39.96324837207794
986,94.40484046936035
987,30.123883485794067
988,96.02976441383362
989,54.977577924728394
990,90.35865664482117
991,61.34833097457886
992,91.88802242279053
993,52.348536252975464
994,94.81136798858643
995,64.77015614509583
996,91.60822629928589
997,47.91817367076874
998,95.58731317520142
999,63.58374357223511
1000,94.90287899971008
1001,65.20960330963135
1002,96.82328701019287
1003,33.47669541835785
1004,85.49661636352539
1005,64.76726531982422
1006,98.74623417854309
1007,81.25264048576355
1008,92.75667667388916
1009,29.800134897232056
1010,93.91517639160156
1011,88.48918676376343
1012,89.31573033332825
1013,49.24234747886658
1014,90.00489711761475
1015,35.60896813869476
1016,95.81642746925354
1017,63.11091184616089
1018,93.67597699165344
1019,61.1869752407074
1020,95.11656761169434
1021,58.1063449382782
1022,94.32299137115479
1023,61.44948601722717
1024,96.43458127975464
1025,70.94228267669678
1026,90.88806509971619
1027,80.95117807388306
1028,95.72667479515076
1029,50.153034925460815
1030,91.03305339813232
1031,36.795589327812195
1032,92.73135662078857
1033,40.28208255767822
1034,91.71784520149231
1035,44.43698525428772
1036,95.50428986549377
1037,41.213688254356384
1038,91.36201739311218
1039,89.91388082504272
1040,93.08267831802368
1041,83.23458433151245
1042,93.69292855262756
1043,48.06818962097168
1044,91.72843098640442
1045,51.08851194381714
1046,96.33908271789551
1047,57.60753154754639
1048,92.21440553665161
1049,47.228336334228516
1050,90.00805616378784
1051,44.644781947135925
1052,91.46183729171753
1053,55.597519874572754
1054,88.4489119052887
1055,45.36358416080475
1056,97.84759879112244
1057,55.39445877075195
1058,93.16404461860657
1059,42.65388548374176
1060,95.91361284255981
1061,27.04988420009613
1062,93.68396401405334
1063,41.8050080537796
1064,89.48440551757812
1065,30.950501561164856
1066,97.66603112220764
1067,43.817317485809326
1068,97.17796444892883
1069,64.098060131073
1070,95.13136148452759
1071,51.067644357681274
1072,88.36299180984497
1073,29.736974835395813
1074,91.70856475830078
1075,46.504926681518555
1076,94.64258551597595
1077,73.68820309638977
1078,93.59859228134155
1079,50.1428484916687
1080,84.65094566345215
1081,35.71157455444336
1082,89.90695476531982
1083,69.81286406517029
1084,85.7706606388092
1085,36.347028613090515
1086,89.79844450950623
1087,71.0012674331665
1088,87.00661063194275
1089,78.64379286766052
1090,89.49049711227417
1091,58.05700421333313
1092,94.802725315094
1093,84.45031642913818
1094,95.57233452796936
1095,38.467249274253845
1096,89.90722894668579
1097,65.19530415534973
1098,91.58313274383545
1099,65.05659222602844
1100,91.15862250328064
1101,82.44624733924866
1102,90.94946384429932
1103,55.04782795906067
1104,92.89575219154358
1105,28.2286137342453
1106,92.05650091171265
1107,44.906482100486755
1108,91.76074266433716
1109,41.58787429332733
1110,92.06753969192505
1111,71.63987159729004
1112,96.06094360351562
1113,33.3716481924057
1114,94.52493786811829
1115,70.69709897041321
1116,96.39943838119507
1117,45.85446119308472
1118,96.50936126708984
1119,42.93549656867981
1120,93.12626123428345
1121,54.971301555633545
1122,96.03562951087952
1123,57.096731662750244
1124,95.125412940979
1125,47.576743364334106
1126,96.65811061859131
1127,71.25056982040405
1128,96.02789282798767
1129,77.52138376235962
1130,94.60650682449341
1131,39.430248737335205
1132,92.71795749664307
1133,52.88722515106201
1134,96.10165357589722
1135,52.18774080276489
1136,92.96554923057556
1137,53.64387035369873
1138,96.51774168014526
1139,44.91095542907715
1140,93.98675560951233
1141,61.62848472595215
1142,94.96369957923889
1143,78.29342484474182
1144,96.26666307449341
1145,71.41605615615845
1146,94.24734115600586
1147,66.05599522590637
1148,93.21907162666321
1149,72.82248735427856
1150,94.07848119735718
1151,84.12710428237915
1152,94.57662105560303
1153,63.871610164642334
1154,96.8549132347107
1155,74.04910922050476
1156,93.87377500534058
1157,58.035510778427124
1158,92.45680570602417
1159,32.36571252346039
1160,94.11890506744385
1161,57.62084722518921
1162,92.99026131629944
1163,64.45591449737549
1164,93.69637370109558
1165,85.33830642700195
1166,98.45232367515564
1167,65.20799398422241
1168,90.58815836906433
1169,21.94509208202362
1170,92.17289090156555
1171,29.18218970298767
1172,98.04378747940063
1173,45.81746757030487
1174,91.58834218978882
1175,80.79130053520203
1176,95.16488909721375
1177,78.75425219535828
1178,94.44727897644043
1179,73.4759271144867
1180,91.7562186717987
1181,50.36090016365051
1182,94.50103044509888
1183,81.92813396453857
1184,96.11986875534058
1185,40.52250683307648
1186,92.91446208953857
1187,70.21858096122742
1188,95.547616481781
1189,68.19672584533691
1190,97.0363199710846
1191,63.330596685409546
1192,94.44642066955566
1193,62.52261400222778
1194,92.28065013885498
1195,52.279484272003174
1196,90.2452826499939
1197,44.93143558502197
1198,93.75112056732178
1199,39.03650939464569
1200,97.35643267631531
1201,43.82482171058655
1202,93.90875101089478
1203,26.351937651634216
1204,95.27206420898438
1205,55.282825231552124
1206,97.18977212905884
1207,78.14924120903015
1208,93.72724294662476
1209,72.60948419570923
1210,96.40642404556274
1211,64.39518928527832
1212,93.11801195144653
1213,37.613311409950256
1214,93.23148727416992
1215,79.47617173194885
1216,90.92845320701599
1217,82.48348832130432
1218,94.95273232460022
1219,38.87733519077301
1220,86.12595200538635
1221,90.60063362121582
1222,85.12323498725891
1223,76.34603977203369
1224,94.23052072525024
1225,52.497923374176025
1226,94.195556640625
1227,70.97951173782349
1228,94.04016733169556
1229,55.17488121986389
1230,96.30154967308044
1231,80.04379868507385
1232,82.61747360229492
1233,45.41405737400055
1234,95.336252450943
1235,86.12931966781616
1236,80.07166981697083
1237,57.716357707977295
1238,90.22380709648132
1239,30.24727702140808
1240,96.60660028457642
1241,65.70689082145691
1242,79.78517413139343
1243,74.9321699142456
1244,91.36316776275635
1245,67.38397479057312
1246,93.77261400222778
1247,93.10798048973083
1248,92.42316484451294
1249,67.50252842903137
1250,90.82364439964294
1251,47.93182611465454
1252,90.97797274589539
1253,60.74574589729309
1254,96.5288758277893
1255,36.48286461830139
1256,96.70296907424927
1257,84.0579092502594
1258,94.13893818855286
1259,25.001537799835205
1260,93.9893364906311
1261,75.1459538936615
1262,96.13333940505981
1263,75.57299137115479
1264,94.75435614585876
1265,64.06192183494568
1266,93.61355304718018
1267,63.47248554229736
1268,95.81138491630554
1269,65.36451578140259
1270,96.26243114471436
1271,54.28428649902344
1272,92.28198528289795
1273,75.88016986846924
1274,89.80787992477417
1275,82.81626105308533
1276,93.37338209152222
1277,71.59444093704224
1278,92.77973771095276
1279,83.43963027000427
1280,92.93992519378662
1281,45.01618146896362
1282,94.632887840271
1283,58.16282033920288
1284,95.05966901779175
1285,41.503944993019104
1286,90.35571217536926
1287,49.74501132965088
1288,91.94092154502869
1289,85.93652248382568
1290,91.36633276939392
1291,66.54504537582397
1292,92.49956011772156
1293,37.71534264087677
1294,90.74826240539551
1295,53.79021763801575
1296,88.9056921005249
1297,41.47063195705414
1298,93.74412298202515
1299,59.19189453125
1300,91.84942841529846
1301,42.19256043434143
1302,94.5842981338501
1303,54.77780103683472
1304,95.69085836410522
1305,47.28744328022003
1306,95.1033353805542
1307,37.36465275287628
1308,89.28523063659668
1309,74.05414581298828
1310,86.22657060623169
1311,89.58706259727478
1312,94.65773105621338
1313,53.8308322429657
1314,94.3628191947937
1315,35.045093297958374
1316,96.90948724746704
1317,55.1859974861145
1318,84.92056131362915
1319,35.77169179916382
1320,93.66246461868286
1321,93.00495982170105
1322,94.8507308959961
1323,56.96268677711487
1324,89.42312002182007
1325,38.12510669231415
1326,81.08296990394592
1327,65.00023603439331
1328,93.97725462913513
1329,49.41375255584717
1330,95.04814147949219
1331,46.06989324092865
1332,98.18438291549683
1333,83.00559520721436
1334,94.31271553039551
1335,66.55926704406738
1336,93.48726272583008
1337,36.68932020664215
1338,93.49004626274109
1339,54.11161780357361
1340,94.2878246307373
1341,47.02276587486267
1342,91.57755374908447
1343,52.60246992111206
1344,93.91640424728394
1345,54.116660356521606
1346,94.68383193016052
1347,72.63012528419495
1348,95.68433165550232
1349,54.239362478256226
1350,95.97888588905334
1351,71.05305194854736
1352,91.95958971977234
1353,70.75054049491882
1354,90.4435396194458
1355,61.14808917045593
1356,95.45320272445679
1357,52.17108726501465
1358,94.2464828491211
1359,71.50277495384216
1360,95.30632495880127
1361,75.50179958343506
1362,94.69881057739258
1363,62.23309636116028
